record_id,category,condition,question,answer,common_symptoms,possible_cause_or_context,general_supportive_care,when_to_seek_medical_care,source_type,medical_safety_note
676,Respiratory,COVID-19,Can you explain this simply? I have cough. Could it be related to COVID-19?,"Cough can occur with COVID-19, but it is not specific to it. Other symptoms may include fever, sore throat, fatigue, loss of taste or smell. A symptom alone cannot confirm a diagnosis.","fever, cough, sore throat, fatigue, loss of taste or smell",SARS-CoV-2 infection,"Rest, fluids, monitoring, and medical advice based on risk","Seek urgent care for trouble breathing, persistent chest pain, new confusion, or inability to stay awake",Synthetic educational paraphrase,Educational information only; not a diagnosis or a substitute for professional medical care.
677,Respiratory,COVID-19,I want basic information: I have sore throat. Could it be related to COVID-19?,"Sore throat can occur with COVID-19, but it is not specific to it. Other symptoms may include fever, cough, fatigue, loss of taste or smell. A symptom alone cannot confirm a diagnosis.","fever, cough, sore throat, fatigue, loss of taste or smell",SARS-CoV-2 infection,"Rest, fluids, monitoring, and medical advice based on risk","Seek urgent care for trouble breathing, persistent chest pain, new confusion, or inability to stay awake",Synthetic educational paraphrase,Educational information only; not a diagnosis or a substitute for professional medical care.
678,Respiratory,COVID-19,"For a health-awareness project, I have fatigue. Could it be related to COVID-19?","Fatigue can occur with COVID-19, but it is not specific to it. Other symptoms may include fever, cough, sore throat, loss of taste or smell. A symptom alone cannot confirm a diagnosis.","fever, cough, sore throat, fatigue, loss of taste or smell",SARS-CoV-2 infection,"Rest, fluids, monitoring, and medical advice based on risk","Seek urgent care for trouble breathing, persistent chest pain, new confusion, or inability to stay awake",Synthetic educational paraphrase,Educational information only; not a diagnosis or a substitute for professional medical care.
679,Respiratory,COVID-19,What should I know about this? I have loss of taste or smell. Could it be related to COVID-19?,"Loss of taste or smell can occur with COVID-19, but it is not specific to it. Other symptoms may include fever, cough, sore throat, fatigue. A symptom alone cannot confirm a diagnosis.","fever, cough, sore throat, fatigue, loss of taste or smell",SARS-CoV-2 infection,"Rest, fluids, monitoring, and medical advice based on risk","Seek urgent care for trouble breathing, persistent chest pain, new confusion, or inability to stay awake",Synthetic educational paraphrase,Educational information only; not a diagnosis or a substitute for professional medical care.
680,Respiratory,Asthma,Please explain: I have wheezing. Could it be related to Asthma?,"Wheezing can occur with Asthma, but it is not specific to it. Other symptoms may include cough, chest tightness, shortness of breath. A symptom alone cannot confirm a diagnosis.","wheezing, cough, chest tightness, shortness of breath",Airway inflammation and narrowing,Follow the person's prescribed asthma action plan and avoid known triggers,Emergency care is needed for severe breathing difficulty or poor response to prescribed rescue treatment,Synthetic educational paraphrase,Educational information only; not a diagnosis or a substitute for professional medical care.
681,Respiratory,Asthma,Can you explain this simply? I have cough. Could it be related to Asthma?,"Cough can occur with Asthma, but it is not specific to it. Other symptoms may include wheezing, chest tightness, shortness of breath. A symptom alone cannot confirm a diagnosis.","wheezing, cough, chest tightness, shortness of breath",Airway inflammation and narrowing,Follow the person's prescribed asthma action plan and avoid known triggers,Emergency care is needed for severe breathing difficulty or poor response to prescribed rescue treatment,Synthetic educational paraphrase,Educational information only; not a diagnosis or a substitute for professional medical care.
682,Respiratory,Asthma,I want basic information: I have chest tightness. Could it be related to Asthma?,"Chest tightness can occur with Asthma, but it is not specific to it. Other symptoms may include wheezing, cough, shortness of breath. A symptom alone cannot confirm a diagnosis.","wheezing, cough, chest tightness, shortness of breath",Airway inflammation and narrowing,Follow the person's prescribed asthma action plan and avoid known triggers,Emergency care is needed for severe breathing difficulty or poor response to prescribed rescue treatment,Synthetic educational paraphrase,Educational information only; not a diagnosis or a substitute for professional medical care.
683,Respiratory,Asthma,"For a health-awareness project, I have shortness of breath. Could it be related to Asthma?","Shortness of breath can occur with Asthma, but it is not specific to it. Other symptoms may include wheezing, cough, chest tightness. A symptom alone cannot confirm a diagnosis.","wheezing, cough, chest tightness, shortness of breath",Airway inflammation and narrowing,Follow the person's prescribed asthma action plan and avoid known triggers,Emergency care is needed for severe breathing difficulty or poor response to prescribed rescue treatment,Synthetic educational paraphrase,Educational information only; not a diagnosis or a substitute for professional medical care.
684,Respiratory,Pneumonia,What should I know about this? I have cough. Could it be related to Pneumonia?,"Cough can occur with Pneumonia, but it is not specific to it. Other symptoms may include fever, chills, shortness of breath, chest discomfort. A symptom alone cannot confirm a diagnosis.","cough, fever, chills, shortness of breath, chest discomfort",Infection or inflammation of the lungs,Medical assessment is important; treatment depends on the cause,"Seek urgent care for severe breathing difficulty, blue/gray lips, confusion, or severe chest pain",Synthetic educational paraphrase,Educational information only; not a diagnosis or a substitute for professional medical care.
685,Respiratory,Pneumonia,Please explain: I have fever. Could it be related to Pneumonia?,"Fever can occur with Pneumonia, but it is not specific to it. Other symptoms may include cough, chills, shortness of breath, chest discomfort. A symptom alone cannot confirm a diagnosis.","cough, fever, chills, shortness of breath, chest discomfort",Infection or inflammation of the lungs,Medical assessment is important; treatment depends on the cause,"Seek urgent care for severe breathing difficulty, blue/gray lips, confusion, or severe chest pain",Synthetic educational paraphrase,Educational information only; not a diagnosis or a substitute for professional medical care.
